packet_drop_len,mu,theta,rho,lambda,gamma,loss_expiry,buffer_overload_losses,intial15_states,all_empty_states
20,50,0.16,0.35,17.5,8.0,0.14757665864796676,2.9028022618987975e-13,"[0.11219689 0.20921086 0.03621984 0.1915565  0.03726787 0.02868629
 0.01092916 0.11465905 0.02501757 0.01864784 0.00852664 0.01531741
 0.00559968 0.00488175 0.00308743]","[1.12196890e-01 2.09210855e-01 1.91556505e-01 1.14659051e-01
 5.04087060e-02 1.73437875e-02 4.86040540e-03 1.14034255e-03
 2.28548781e-04 3.97380731e-05 6.06793126e-06 8.21910332e-07
 9.95829251e-08 1.08694162e-08 1.07535493e-09 9.69508767e-11
 8.00333966e-12 6.07576042e-13 4.26257682e-14 2.80108597e-15
 1.87570531e-16]"
20,50,0.16,0.4,20.0,8.0,0.1494349891280634,3.068593535727069e-12,"[0.082085   0.17454657 0.03066593 0.18213568 0.03604753 0.02748979
 0.01084262 0.12416463 0.0276151  0.02036416 0.00967544 0.01666948
 0.00623867 0.00541318 0.00362234]","[8.20849982e-02 1.74546569e-01 1.82135684e-01 1.24164633e-01
 6.21313556e-02 2.43165234e-02 7.74706358e-03 2.06530370e-03
 4.70123833e-04 9.28004373e-05 1.60820888e-05 2.47147279e-06
 3.39654524e-07 4.20426455e-08 4.71621782e-09 4.82052549e-10
 4.51102094e-11 3.88212424e-12 3.08906361e-13 2.30964245e-14
 1.78060246e-15]"
20,50,0.16,0.45,22.5,8.0,0.1514811460523274,2.367406239941732e-11,"[0.06005467 0.14331802 0.02558573 0.16772433 0.03381663 0.02552022
 0.01045972 0.12814841 0.02909316 0.02119942 0.01050367 0.01729093
 0.00663428 0.00572608 0.0040799 ]","[6.00546676e-02 1.43318019e-01 1.67724332e-01 1.28148406e-01
 7.18210563e-02 3.14627364e-02 1.12133952e-02 3.34245464e-03
 8.50312955e-04 1.87512933e-04 3.62905204e-05 6.22664641e-06
 9.55174189e-07 1.31947164e-07 1.65159527e-08 1.88345253e-09
 1.96633104e-10 1.88798638e-11 1.67721946e-12 1.40499161e-13
 1.22754545e-14]"
20,50,0.16,0.5,25.0,8.0,0.1537517705918091,1.4246414389074976e-10,"[0.04393693 0.11619235 0.02111057 0.1505735  0.03097705 0.02310271
 0.00988255 0.12729945 0.02954795 0.02124556 0.01102221 0.01726412
 0.0068012  0.00583536 0.00445897]","[4.39369334e-02 1.16192351e-01 1.50573496e-01 1.27299445e-01
 7.88906392e-02 3.81902485e-02 1.50322683e-02 4.94609821e-03
 1.38833343e-03 3.37676080e-04 7.20574768e-05 1.36283573e-05
 2.30400503e-06 3.50702984e-07 4.83643617e-08 6.07601868e-09
 6.98790320e-10 7.39207116e-11 7.24085287e-12 6.71406563e-13
 6.56587448e-14]"
20,50,0.16,0.55,27.500000000000004,8.0,0.15629214025307478,7.012005521851198e-10,"[0.03214495 0.09322825 0.01727001 0.13239262 0.02784343 0.02048878
 0.00919405 0.12256186 0.02913802 0.02063993 0.011264   0.01670765
 0.00676907 0.00576892 0.00476593]","[3.21449472e-02 9.32282471e-02 1.32392617e-01 1.22561858e-01
 8.31107908e-02 4.39952095e-02 1.89255383e-02 6.80205469e-03
 2.08468191e-03 5.53426546e-04 1.28861988e-04 2.65871768e-05
 4.90245267e-06 8.13781594e-07 1.22373150e-07 1.67626522e-08
 2.10199010e-09 2.42487582e-10 2.59287357e-11 2.63551233e-12
 2.85592268e-13]"
20,50,0.16,0.6,30.0,8.0,0.159157875368543,2.9234551877049303e-09,"[0.02351775 0.07415517 0.01403638 0.11439406 0.02464688 0.01786078
 0.00845743 0.11494612 0.02804646 0.01953561 0.01127299 0.01575155
 0.00657442 0.00556052 0.00501127]","[2.35177457e-02 7.41551673e-02 1.14394060e-01 1.14946117e-01
 8.45430641e-02 4.85092510e-02 2.26058016e-02 8.79740599e-03
 2.91824609e-03 8.38235142e-04 2.11124499e-04 4.71088686e-05
 9.39270145e-06 1.68569917e-06 2.74042785e-07 4.05804962e-08
 5.50124022e-09 6.86254919e-10 7.94416567e-11 8.78124265e-12
 1.04569062e-12]"
20,50,0.16,0.65,32.5,8.0,0.1624166106964399,1.0602823718136748e-08,"[0.01720595 0.05854639 0.01135279 0.09737583 0.02154652 0.01534225
 0.0077181  0.10540784 0.02645526 0.01808157 0.01109601 0.01452088
 0.00625508 0.0052448  0.00520679]","[1.72059504e-02 5.85463862e-02 9.73758297e-02 1.05407840e-01
 8.34577527e-02 5.15161899e-02 2.58125819e-02 1.07959281e-02
 3.84732362e-03 1.18687240e-03 3.20978720e-04 7.68886246e-05
 1.64556436e-05 3.16978875e-06 5.53059155e-07 8.78959390e-08
 1.27891241e-08 1.71292876e-09 2.13186487e-10 2.54568589e-11
 3.30815999e-12]"
20,50,0.16,0.7,35.0,8.0,0.16614934660707997,3.4150587941338846e-08,"[0.01258814 0.04592276 0.00915036 0.08181248 0.01864355 0.01301004
 0.00700638 0.09478011 0.02452975 0.01641115 0.01077737 0.01312641
 0.00584657 0.00485411 0.00536353]","[1.25881423e-02 4.59227579e-02 8.18124789e-02 9.47801128e-02
 8.02543161e-02 5.29458385e-02 2.83387426e-02 1.26557169e-02
 4.81412180e-03 1.58482170e-03 4.57282846e-04 1.16853274e-04
 2.66760486e-05 5.48074334e-06 1.01993755e-06 1.72891279e-07
 2.68347297e-08 3.83556869e-09 5.10210391e-10 6.54476703e-11
 9.22629796e-12]"
20,50,0.16,0.75,37.5,8.0,0.17045104471275793,9.929917402370198e-08,"[0.00920968 0.03581194 0.00735844 0.06793927 0.01599498 0.01090582
 0.00634052 0.08374445 0.02241065 0.01463642 0.01035573 0.01166016
 0.00538019 0.00441686 0.0054902 ]","[9.20968180e-03 3.58119435e-02 6.79392657e-02 8.37444500e-02
 7.53937810e-02 5.28531856e-02 3.00458810e-02 1.42459829e-02
 5.75172271e-03 2.00928886e-03 6.15121261e-04 1.66757626e-04
 4.03839743e-05 8.80155424e-06 1.73752284e-06 3.12458177e-07
 5.14575287e-08 7.80792903e-09 1.10448042e-09 1.51467963e-10
 2.30450822e-11]"
20,50,0.16,0.8,40.0,8.0,0.17542988256717199,2.641211025952803e-07,"[0.00673795 0.02777954 0.00591019 0.05582327 0.01362559 0.00904601
 0.00572947 0.07282728 0.0202115  0.01284673 0.00986259 0.01019451
 0.00488217 0.00395686 0.00559226]","[6.73794751e-03 2.77795443e-02 5.58232683e-02 7.28272765e-02
 6.93467142e-02 5.13901647e-02 3.08694765e-02 1.54608364e-02
 6.59223095e-03 2.43163894e-03 7.85946988e-04 2.24940801e-04
 5.75086003e-05 1.32321376e-05 2.75783429e-06 5.23646252e-07
 9.10746275e-08 1.46032743e-08 2.18711313e-09 3.19342651e-10
 5.22032626e-11]"
20,50,0.16,0.85,42.5,8.0,0.18120448563815933,6.496282519741226e-07,"[0.00492959 0.02144296 0.00474548 0.04541992 0.01153795 0.00742982
 0.00517535 0.06241159 0.01801952 0.01110973 0.00932206 0.00878328
 0.00437369 0.00349329 0.00567139]","[4.92958839e-03 2.14429628e-02 4.54199206e-02 6.24115923e-02
 6.25567003e-02 4.87754460e-02 3.08156566e-02 1.62287968e-02
 7.27481898e-03 2.82084353e-03 9.58384730e-04 2.88321208e-04
 7.74841411e-05 1.87415091e-05 4.10651842e-06 8.19849068e-07
 1.49969195e-07 2.53087940e-08 3.99786336e-09 6.19264736e-10
 1.08341186e-10]"
20,50,0.16,0.9,45.0,8.0,0.18789849719238422,1.4908010506091052e-06,"[0.00360657 0.01647502 0.00381191 0.03661585 0.00972015 0.00604545
 0.00467554 0.05275631 0.01589841 0.00947379 0.00875149 0.00746398
 0.00387123 0.00304108 0.00572556]","[3.60656506e-03 1.64750211e-02 3.66158491e-02 5.27563085e-02
 5.54172729e-02 4.52658145e-02 2.99518139e-02 1.65175392e-02
 7.75255959e-03 3.14736878e-03 1.11958203e-03 3.52660929e-04
 9.92403328e-05 2.51371225e-05 5.76865116e-06 1.20642971e-06
 2.31250297e-07 4.09277550e-08 6.79589520e-09 1.11324872e-09
 2.07717541e-10]"
20,50,0.16,0.95,47.5,8.0,0.19563211143710596,3.2160655161884698e-06,"[0.00263862 0.01260184 0.00306497 0.02925996 0.00815175 0.00487463
 0.0042245  0.04401818 0.01389216 0.00797096 0.00816272 0.00626049
 0.00338722 0.00261142 0.00574957]","[2.63862123e-03 1.26018404e-02 2.92599594e-02 4.40181776e-02
 4.82594561e-02 4.11311217e-02 2.83932257e-02 1.63339861e-02
 7.99720955e-03 3.38688105e-03 1.25688564e-03 4.13071971e-04
 1.21293072e-04 3.20628929e-05 7.68020500e-06 1.67691065e-06
 3.35715609e-07 6.21141781e-08 1.08092870e-08 1.86739954e-09
 3.70451681e-10]"
20,50,0.16,1,50,8.0,0.20451075939273833,6.56351369319325e-06,"[0.00193046 0.00959781 0.00246756 0.02318503 0.00680811 0.00389587
 0.00381527 0.03627319 0.01202896 0.00661998 0.00756359 0.00518568
 0.00293073 0.00221237 0.0057361 ]","[1.93045937e-03 9.59780613e-03 2.31850323e-02 3.62731901e-02
 4.13470506e-02 3.66336580e-02 2.62875397e-02 1.57202679e-02
 8.00143203e-03 3.52318758e-03 1.35954982e-03 4.64680401e-04
 1.41927492e-04 3.90314528e-05 9.72875262e-06 2.21098239e-06
 4.60933828e-07 8.88999497e-08 1.61708990e-08 2.93903499e-09
 6.18157867e-10]"
