packet_drop_len,mu,theta,rho,lambda,gamma,loss_expiry,buffer_overload_losses,intial15_states,all_empty_states
20,50,0.78,0.25,12.5,39.0,0.45368521830403935,3.904690221269338e-29,"[7.25776748e-01 1.27084156e-01 1.05536597e-01 1.00610881e-02
 1.03049627e-02 6.19537582e-03 1.07175404e-02 4.83000937e-04
 5.91901643e-04 3.39056744e-04 7.61900810e-04 2.47866961e-04
 4.14032167e-04 3.12005843e-04 8.33030530e-04]","[7.25776748e-01 1.27084156e-01 1.00610881e-02 4.83000937e-04
 1.59177100e-05 3.86469315e-07 7.24153061e-09 1.08264360e-10
 1.32445095e-12 1.35242853e-14 1.17144961e-16 8.72313171e-19
 5.64761686e-21 3.20998740e-23 1.61521140e-25 7.24826400e-28
 2.91968901e-30 1.06181178e-32 3.50443541e-35 1.05487961e-37
 3.01931450e-40]"
20,50,0.78,0.3,15.0,39.0,0.456986540629944,1.4040161770852332e-27,"[6.80712397e-01 1.42167691e-01 1.19644771e-01 1.34171645e-02
 1.39227761e-02 8.31125530e-03 1.46973545e-02 7.67665928e-04
 9.52483370e-04 5.41815592e-04 1.24315571e-03 3.95536792e-04
 6.70008762e-04 5.03071799e-04 1.38120443e-03]","[6.80712397e-01 1.42167691e-01 1.34171645e-02 7.67665928e-04
 3.01511669e-05 8.72530217e-07 1.94898987e-08 3.47428589e-10
 5.06886418e-12 6.17418360e-14 6.38078048e-16 5.67021151e-18
 4.38184051e-20 2.97332801e-22 1.78647232e-24 9.57421732e-27
 4.60658356e-29 2.00138064e-31 7.89230030e-34 2.83926592e-36
 9.78680424e-39]"
20,50,0.78,0.35,17.5,39.0,0.4603574717782927,2.873879208688219e-26,"[6.38446147e-01 1.54598004e-01 1.31884242e-01 1.69074329e-02
 1.77780168e-02 1.05358375e-02 1.90535759e-02 1.12077459e-03
 1.40811495e-03 7.95324685e-04 1.86378041e-03 5.79799030e-04
 9.96074111e-04 7.45118262e-04 2.10477557e-03]","[6.38446147e-01 1.54598004e-01 1.69074329e-02 1.12077459e-03
 5.10012032e-05 1.71016431e-06 4.42716805e-08 9.14813965e-10
 1.54748396e-11 2.18595760e-13 2.62047071e-15 2.70172637e-17
 2.42283815e-19 1.90818744e-21 1.33095979e-23 8.28205122e-26
 4.62754656e-28 2.33510212e-30 1.06966622e-32 4.47139801e-35
 1.80457599e-37]"
20,50,0.78,0.4,20.0,39.0,0.4637983080610937,3.8946466193331384e-25,"[0.59880426 0.16465634 0.14242277 0.02043869 0.02178089 0.01281241
 0.02370625 0.00153753 0.00195627 0.00109695 0.00262628 0.0007986
 0.00139156 0.00103701 0.00301534]","[5.98804259e-01 1.64656338e-01 2.04386857e-02 1.53752720e-03
 7.94010169e-05 3.02192398e-06 8.88087838e-08 2.08373903e-09
 4.00330159e-11 6.42416380e-13 8.75055488e-15 1.02535425e-16
 1.04525837e-18 9.35992948e-21 7.42419900e-23 5.25450583e-25
 3.33984088e-27 1.91747361e-29 9.99505297e-32 4.75584009e-34
 2.20142226e-36]"
20,50,0.78,0.45,22.5,39.0,0.4673091801468536,3.85193646934108e-24,"[0.56162378 0.17259914 0.15141459 0.02393402 0.02585419 0.01509313
 0.02858415 0.00201108 0.00259161 0.00144252 0.00352944 0.00104877
 0.00185376 0.00137608 0.00412088]","[5.61623783e-01 1.72599135e-01 2.39340175e-02 2.01108429e-03
 1.16011508e-04 4.93279704e-06 1.61990923e-07 4.24819230e-09
 9.12451358e-11 1.63735315e-12 2.49457413e-14 3.27013952e-16
 3.73026029e-18 3.73850340e-20 3.31944990e-22 2.63036780e-24
 1.87219319e-26 1.20382258e-28 7.02897156e-31 3.74757999e-33
 1.95854680e-35]"
20,50,0.78,0.5,25.0,39.0,0.47089004213955993,2.9715944248828233e-23,"[0.52675189 0.17866005 0.15900142 0.02733082 0.02993201 0.01733805
 0.03362395 0.00253322 0.0033067  0.00182675 0.00456898 0.00132637
 0.00237834 0.00175847 0.00542614]","[5.26751888e-01 1.78660045e-01 2.73308210e-02 2.53321592e-03
 1.61206145e-04 7.56289005e-06 2.74091610e-07 7.93460665e-09
 1.88172035e-10 3.72922205e-12 6.27632703e-14 9.09089639e-16
 1.14605024e-17 1.26962049e-19 1.24633912e-21 1.09208871e-23
 8.59678569e-26 6.11448994e-28 3.94973439e-30 2.33054896e-32
 1.35817353e-34]"
20,50,0.78,0.55,27.500000000000004,39.0,0.4745406613872712,1.8750111180290434e-22,"[0.49404523 0.18305176 0.16531347 0.03057899 0.03395849 0.0195142
 0.03876939 0.00309484 0.00409253 0.00224362 0.00573808 0.00162694
 0.00295973 0.00217943 0.00693303]","[4.94045230e-01 1.83051762e-01 3.05789883e-02 3.09483771e-03
 2.15073733e-04 1.10209088e-05 4.36366963e-07 1.38044227e-08
 3.57845896e-10 7.75383071e-12 1.42713636e-13 2.26114281e-15
 3.11874830e-17 3.78089342e-19 4.06240905e-21 3.89681873e-23
 3.35866267e-25 2.61599682e-27 1.85079485e-29 1.19653183e-31
 7.69790517e-34]"
20,50,0.78,0.6,30.0,39.0,0.4782606091912008,1.0021567925370305e-21,"[0.46336937 0.18596773 0.17047024 0.0336393  0.03788675 0.02159482
 0.04397066 0.00368645 0.00493901 0.00268664 0.00702791 0.00194574
 0.0035914  0.00263358 0.00864094]","[4.63369369e-01 1.85967733e-01 3.36392987e-02 3.68644830e-03
 2.77434356e-04 1.53987308e-05 6.60576038e-07 2.26468294e-08
 6.36382450e-10 1.49514401e-11 2.98458134e-13 5.12977388e-15
 7.67711442e-17 1.01006414e-18 1.17803661e-20 1.22683027e-22
 1.14818903e-24 9.71238780e-27 7.46373673e-29 5.24327899e-31
 3.69318022e-33]"
20,50,0.78,0.65,32.5,39.0,0.48204925258403203,4.659490262020704e-21,"[0.43459821 0.18758372 0.17458145 0.03648197 0.04167791 0.02355858
 0.04918369 0.00429848 0.0058354  0.00314913 0.00842807 0.00227787
 0.00426618 0.00311512 0.01054702]","[4.34598208e-01 1.87583723e-01 3.64819749e-02 4.29848182e-03
 3.47864618e-04 2.07672214e-05 9.58461380e-07 3.53620003e-08
 1.06965411e-09 2.70593927e-11 5.81750679e-13 1.07714131e-14
 1.73695985e-16 2.46290858e-18 3.09635109e-20 3.47653847e-22
 3.50849721e-24 3.20072510e-26 2.65314781e-28 2.01127503e-30
 1.54025937e-32]"
20,50,0.78,0.7,35.0,39.0,0.485905747340568,1.9239451455521396e-20,"[0.40761348 0.18805926 0.17774771 0.03908539 0.04530017 0.02538897
 0.05436962 0.00492159 0.00677062 0.00362442 0.00992691 0.00261852
 0.00497647 0.00361801 0.01264641]","[4.07613483e-01 1.88059263e-01 3.90853924e-02 4.92158685e-03
 4.25729004e-04 2.71733380e-05 1.34122546e-06 5.29359001e-08
 1.71342308e-09 4.63941959e-11 1.06786749e-12 2.11734676e-14
 3.65717191e-16 5.55560454e-18 7.48420815e-20 9.00606235e-22
 9.74262003e-24 9.52882891e-26 8.46950479e-28 6.88752304e-30
 5.70078921e-32]"
20,50,0.78,0.75,37.5,39.0,0.48982903237389147,7.171628132337304e-20,"[0.38230427 0.18753898 0.18006128 0.04143493 0.04872805 0.02707364
 0.05949428 0.00554684 0.00773358 0.00410601 0.01151195 0.00296298
 0.00571446 0.00413614 0.01493254]","[3.82304272e-01 1.87538982e-01 4.14349262e-02 5.54684245e-03
 5.10214769e-04 3.46384848e-05 1.81903379e-06 7.64082956e-08
 2.63287833e-09 7.59145182e-11 1.86116952e-12 3.93163634e-14
 7.23665835e-16 1.17172952e-17 1.68279464e-19 2.15918368e-21
 2.49100545e-23 2.59868044e-25 2.46408372e-27 2.13866679e-29
 1.90346628e-31]"
20,50,0.78,0.8,40.0,39.0,0.4938178256579662,2.445416531287656e-19,"[0.35856654 0.18615384 0.18160672 0.04352192 0.05194158 0.02860394
 0.06452771 0.00616592 0.00871337 0.00458769 0.01317012 0.00330682
 0.0064723  0.00466347 0.01739729]","[3.58566541e-01 1.86153838e-01 4.35219237e-02 6.16592045e-03
 6.00368332e-04 4.31580259e-05 2.40056975e-06 1.06835961e-07
 3.90156718e-09 1.19257569e-10 3.10037375e-12 6.94664779e-14
 1.35648023e-15 2.33060718e-17 3.55243118e-19 4.83857713e-21
 5.92668160e-23 6.56552034e-25 6.61182767e-27 6.09770378e-29
 5.80986585e-31]"
20,50,0.78,0.85,42.5,39.0,0.4978706217992974,7.710671983591123e-19,"[0.33630271 0.18402225 0.18246148 0.04534279 0.05492574 0.02997438
 0.06944374 0.0067712  0.00969947 0.00506364 0.01488802 0.00364589
 0.00724223 0.00519412 0.02003117]","[3.36302714e-01 1.84022246e-01 4.53427897e-02 6.77120198e-03
 6.95131545e-04 5.27018256e-05 3.09265972e-06 1.45253233e-07
 5.59975607e-09 1.80742999e-10 4.96307791e-12 1.17484890e-13
 2.42432366e-15 4.40261077e-17 7.09444033e-19 1.02174515e-20
 1.32356321e-22 1.55089101e-24 1.65228105e-26 1.61285393e-28
 1.63868256e-30]"
20,50,0.78,0.9,45.0,39.0,0.5019856913600756,2.2684254573906016e-18,"[0.31542127 0.18125112 0.1826965  0.04689817 0.05766978 0.0311822
 0.07421962 0.00735586 0.0106819  0.00552854 0.01665214 0.00397642
 0.00801674 0.00572249 0.02282352]","[3.15421274e-01 1.81251125e-01 4.68981746e-02 7.35585564e-03
 7.93376618e-04 6.32156631e-05 3.89998120e-06 1.92632065e-07
 7.81229336e-09 2.65340627e-10 7.66909210e-12 1.91132704e-13
 4.15341624e-15 7.94477328e-17 1.34875643e-18 2.04683975e-20
 2.79439587e-22 3.45141924e-24 3.87655184e-26 3.99141240e-28
 4.30946276e-30]"
20,50,0.78,0.95,47.5,39.0,0.506161082015093,6.273458641177479e-18,"[0.29583639 0.17793685 0.1823767  0.04819225 0.06016673 0.03222702
 0.07883572 0.00791388 0.01165135 0.00597758 0.01844909 0.00429501
 0.00878861 0.00624329 0.02576267]","[2.95836388e-01 1.77936854e-01 4.81922542e-02 7.91388341e-03
 8.93938791e-04 7.46233579e-05 4.82486068e-06 2.49843616e-07
 1.06260772e-08 3.78600678e-10 1.14821784e-11 3.00350872e-13
 6.85197333e-15 1.37626895e-16 2.45389153e-18 3.91190130e-20
 5.61113473e-22 7.28267195e-24 8.59689771e-26 9.30805762e-28
 1.06466239e-29]"
20,50,0.78,1,50,39.0,0.5103946215917735,1.6413286227694756e-17,"[0.27746755 0.17416616 0.18156147 0.04923209 0.06241288 0.03311041
 0.08327515 0.00844014 0.01259922 0.00640648 0.0202657  0.00459869
 0.00955105 0.00675163 0.02883604]","[2.77467552e-01 1.74166162e-01 4.92320935e-02 8.44013996e-03
 9.95646100e-04 8.68294395e-05 5.86716291e-06 3.17623140e-07
 1.41272525e-08 5.26547671e-10 1.67098808e-11 4.57491316e-13
 1.09264297e-14 2.29810903e-16 4.29157220e-18 7.16680121e-20
 1.07706387e-21 1.46489561e-23 1.81241048e-25 2.05785287e-27
 2.48668551e-29]"
20,50,0.8,0.1,5.0,40.0,0.4504149558127559,3.146218678325394e-37,"[8.82496902e-01 6.06258883e-02 4.96862254e-02 1.88281356e-03
 1.90630449e-03 1.16535730e-03 1.94003181e-03 3.54305251e-05
 4.30200405e-05 2.50527034e-05 5.43766511e-05 1.83699782e-05
 3.01865764e-05 2.29349139e-05 5.78997455e-05]","[8.82496902e-01 6.06258883e-02 1.88281356e-03 3.54305251e-05
 4.57203534e-07 4.34124915e-09 3.17728909e-11 1.85312264e-13
 8.83354601e-16 3.51083970e-18 1.18240289e-20 3.42009304e-23
 8.59334504e-26 1.89394562e-28 3.69251286e-31 6.41564135e-34
 9.99914180e-37 1.40611277e-39 1.79341497e-42 2.08453677e-45
 2.25060850e-48]"
20,50,0.8,0.15,7.5,40.0,0.45349624500035246,9.828124719386621e-34,"[8.29029117e-01 8.49501620e-02 7.04927984e-02 3.93272079e-03
 4.03135694e-03 2.44843844e-03 4.16026146e-03 1.10285705e-04
 1.35509346e-04 7.84041388e-05 1.73555671e-04 5.74084390e-05
 9.56189641e-05 7.24056627e-05 1.87610680e-04]","[8.29029117e-01 8.49501620e-02 3.93272079e-03 1.10285705e-04
 2.12068479e-06 3.00076327e-08 3.27327723e-10 2.84587633e-12
 2.02264000e-14 1.19882422e-16 6.02227253e-19 2.59878748e-21
 9.74355555e-24 3.20498403e-26 9.32739505e-29 2.41953142e-31
 5.63087209e-34 1.18255120e-36 2.25283351e-39 3.91190575e-42
 6.35744006e-45]"
20,50,0.8,0.2,10.0,40.0,0.4566425144797802,2.9114006537697565e-31,"[7.78800782e-01 1.05791810e-01 8.89083869e-02 6.48864327e-03
 6.73533299e-03 4.06349554e-03 7.05005287e-03 2.41013013e-04
 2.99707262e-04 1.72265463e-04 3.89012289e-04 1.25957512e-04
 2.12667118e-04 1.60487254e-04 4.27017154e-04]","[7.78800782e-01 1.05791810e-01 6.48864327e-03 2.41013013e-04
 6.13813690e-06 1.15044156e-07 1.66246471e-09 1.91515429e-11
 1.80390531e-13 1.41726164e-15 9.43943022e-18 5.40176996e-20
 2.68626229e-22 1.17220671e-24 4.52651227e-27 1.55823535e-29
 4.81332631e-32 1.34190870e-34 3.39412288e-37 7.82661398e-40
 1.70184816e-42]"
20,50,0.8,0.25,12.5,40.0,0.4598543412154736,2.3722410878686449e-29,"[7.31615628e-01 1.23493440e-01 1.05136445e-01 9.40665335e-03
 9.88919673e-03 5.92563846e-03 1.05019311e-02 4.33820974e-04
 5.46038754e-04 3.11745618e-04 7.18379046e-04 2.27626272e-04
 3.89627737e-04 2.93000036e-04 8.00951121e-04]","[7.31615628e-01 1.23493440e-01 9.40665335e-03 4.33820974e-04
 1.37177843e-05 3.19249491e-07 5.72936767e-09 8.19846247e-11
 9.59421618e-13 9.36715093e-15 7.75458351e-17 5.51689421e-19
 3.41145596e-21 1.85144602e-23 8.89333029e-26 3.80891869e-28
 1.46403604e-30 5.07964248e-33 1.59920450e-35 4.59111029e-38
 1.25224967e-40]"
20,50,0.8,0.3,15.0,40.0,0.4631321760230643,8.543588725391621e-28,"[6.87289278e-01 1.38368813e-01 1.19364667e-01 1.25641967e-02
 1.33799558e-02 7.96144496e-03 1.44194302e-02 6.90600910e-04
 8.79923685e-04 4.98932843e-04 1.17356164e-03 3.63804463e-04
 6.31376160e-04 4.73095649e-04 1.32933313e-03]","[6.87289278e-01 1.38368813e-01 1.25641967e-02 6.90600910e-04
 2.60265235e-05 7.21982530e-07 1.54469852e-08 2.63572613e-10
 3.67878441e-12 4.28476030e-14 4.23250183e-16 3.59372801e-18
 2.65271324e-20 1.71887872e-22 9.85964703e-25 5.04354692e-27
 2.31576191e-29 9.59951622e-32 3.61124792e-34 1.23913496e-36
 4.06997155e-39]"
20,50,0.8,0.35,17.5,40.0,0.46647633295231744,1.7515910545505498e-26,"[6.45648526e-01 1.50705087e-01 1.31766144e-01 1.58576698e-02
 1.71090681e-02 1.01077716e-02 1.87160724e-02 1.00988350e-03
 1.30269336e-03 7.33505376e-04 1.76156706e-03 5.34123320e-04
 9.39926711e-04 7.01717924e-04 2.02770930e-03]","[6.45648526e-01 1.50705087e-01 1.58576698e-02 1.00988350e-03
 4.40969536e-05 1.41750290e-06 3.51502202e-08 6.95290658e-10
 1.12525711e-11 1.52004014e-13 1.74182388e-15 1.71602885e-17
 1.47004721e-19 1.10568750e-21 7.36333524e-24 4.37371568e-26
 2.33227892e-28 1.12298689e-30 4.90777867e-33 1.95689864e-35
 7.52502983e-38]"
20,50,0.8,0.4,20.0,40.0,0.46988697896687864,2.377542291551317e-25,"[0.60653066 0.1607649  0.14250043 0.01920023 0.02099099 0.01231067
 0.02331443 0.00138765 0.00181239 0.00101326 0.00248524 0.00073685
 0.00131493 0.00097801 0.00290773]","[6.06530659e-01 1.60764901e-01 1.92002337e-02 1.38765018e-03
 6.87666870e-05 2.50910429e-06 7.06376418e-08 1.58667186e-09
 2.91667440e-11 4.47619536e-13 5.82874992e-15 6.52691884e-17
 6.35649671e-19 5.43634950e-21 4.11735715e-23 2.78188595e-25
 1.68766150e-27 9.24618667e-30 4.59854212e-32 2.08727483e-34
 9.20521291e-37]"
20,50,0.8,0.45,22.5,40.0,0.4733641240593107,2.3552406703483935e-24,"[0.56978282 0.16878829 0.15171455 0.02251984 0.02495187 0.01452442
 0.02814529 0.00181802 0.00240445 0.00133455 0.00334392 0.00096923
 0.0017541  0.00129966 0.00397758]","[5.69782824e-01 1.68788294e-01 2.25198423e-02 1.81801709e-03
 1.00643326e-04 4.10286190e-06 1.29080240e-07 3.24093034e-09
 6.66094339e-11 1.14321231e-12 1.66519342e-14 2.08624642e-16
 2.27370947e-18 2.17656014e-20 1.84547976e-22 1.39615578e-24
 9.48539533e-27 5.82070621e-29 3.24295417e-31 1.64947525e-33
 8.21252880e-36]"
20,50,0.8,0.5,25.0,40.0,0.4769076119443794,1.8198755781772453e-23,"[0.53526143 0.17499449 0.15954391 0.02575747 0.02892831 0.01671061
 0.03314686 0.00229381 0.00307233 0.0016927  0.00433403 0.00122776
 0.00225362 0.00166325 0.00524235]","[5.35261428e-01 1.74994487e-01 2.57574674e-02 2.29380737e-03
 1.40089512e-04 6.30158180e-06 2.18808641e-07 6.06491128e-09
 1.37641708e-10 2.60920439e-12 4.19871147e-14 5.81279852e-16
 7.00189690e-18 7.40968561e-20 6.94654325e-22 5.81166543e-24
 4.36718503e-26 2.96461990e-28 1.82745471e-30 1.02875251e-32
 5.71118066e-35]"
20,50,0.8,0.55,27.500000000000004,40.0,0.48051711147555964,1.150143404460145e-22,"[0.50283158 0.17958353 0.16611318 0.0288655  0.03286634 0.01883736
 0.03826405 0.00280703 0.00380798 0.0020823  0.00544957 0.00150844
 0.00280845 0.00206445 0.00670439]","[5.02831577e-01 1.79583526e-01 2.88654997e-02 2.80702599e-03
 1.87223346e-04 9.19935188e-06 3.49004704e-07 1.05721378e-08
 2.62284565e-10 5.43656896e-12 9.56824008e-14 1.44910600e-15
 1.90995582e-17 2.21201606e-19 2.26997350e-21 2.07918751e-23
 1.71083547e-25 1.27191292e-27 8.58781328e-30 5.29724582e-32
 3.24628178e-34]"
20,50,0.8,0.6,30.0,40.0,0.4841921089291917,6.15715101029245e-22,"[0.47236655 0.1827378  0.17153712 0.03180631 0.03672036 0.02087856
 0.04344786 0.00334925 0.00460233 0.00249749 0.0066826  0.00180699
 0.00341265 0.00249836 0.0083636 ]","[4.72366552e-01 1.82737797e-01 3.18063124e-02 3.34924956e-03
 2.41930249e-04 1.28769463e-05 5.29327159e-07 1.73783957e-08
 4.67400921e-10 1.05056741e-11 2.00548877e-13 3.29517521e-15
 4.71288483e-17 5.92414866e-19 6.59957484e-21 6.56333115e-23
 5.86472168e-25 4.73558343e-27 3.47329928e-29 2.32818552e-31
 1.56196990e-33]"
20,50,0.8,0.65,32.5,40.0,0.4879319012971693,2.8673355860186903e-21,"[0.44374731 0.18462343 0.17592126 0.03455097 0.0404523  0.02281323
 0.04865478 0.00391194 0.00544561 0.0029322  0.00802363 0.00211896
 0.00405963 0.00295962 0.01021771]","[4.43747309e-01 1.84623434e-01 3.45509713e-02 3.91194238e-03
 3.03882991e-04 1.73982188e-05 7.69501309e-07 2.71899974e-08
 7.87267872e-10 1.90548262e-11 3.91794359e-13 6.93546778e-15
 1.06890576e-16 1.44818397e-18 1.73917359e-20 1.86491476e-22
 1.79706256e-24 1.56508956e-26 1.23829759e-28 8.95757536e-31
 6.53341274e-33]"
20,50,0.8,0.7,35.0,40.0,0.49173559072258716,1.1858473456828547e-20,"[0.41686202 0.18539161 0.17936265 0.03707808 0.04403075 0.0246249
 0.05384626 0.00448671 0.00632773 0.00338033 0.00946198 0.00243993
 0.00474234 0.00344264 0.01226252]","[4.16862019e-01 1.85391612e-01 3.70780775e-02 4.48670866e-03
 3.72567232e-04 2.28075320e-05 1.07890079e-06 4.07854466e-08
 1.26376063e-09 3.27423994e-11 7.20837654e-13 1.36657230e-14
 2.25616542e-16 3.27507007e-18 4.21492420e-20 4.84434221e-22
 5.00428279e-24 4.67293553e-26 3.96474677e-28 3.07682062e-30
 2.42533056e-32]"
20,50,0.8,0.75,37.5,40.0,0.49560208020350993,4.4274110829047385e-20,"[0.39160563 0.18517975 0.18195053 0.03937273 0.04743028 0.02630107
 0.05898824 0.00506549 0.00723849 0.00383587 0.01098609 0.00276558
 0.0054535  0.00394171 0.01449212]","[3.91605626e-01 1.85179747e-01 3.93727313e-02 5.06548974e-03
 4.47310368e-04 2.91282046e-05 1.46614594e-06 5.89916637e-08
 1.94610114e-09 5.36964478e-11 1.25927128e-12 2.54370280e-14
 4.47563583e-16 6.92541701e-18 9.50258792e-20 1.16464415e-21
 1.28315999e-23 1.27814093e-25 1.15697234e-27 9.58336698e-30
 8.12244104e-32]"
20,50,0.8,0.8,40.0,40.0,0.4995300706765189,1.5121013941970337e-19,"[0.36787944 0.1841126  0.18376684 0.04142561 0.05063069 0.02783272
 0.06405071 0.00564071 0.00816782 0.00429308 0.01258381 0.0030918
 0.00618577 0.00445116 0.01689907]","[3.67879441e-01 1.84112598e-01 4.14256053e-02 5.64071416e-03
 5.27311949e-04 3.63619085e-05 1.93873886e-06 8.26562186e-08
 2.89015783e-09 8.45462914e-11 2.10268975e-12 4.50542338e-14
 8.41078387e-16 1.38112320e-17 2.01149533e-19 2.61722479e-21
 3.06177894e-23 3.23881991e-25 3.11397665e-27 2.74089866e-29
 2.48672994e-31]"
20,50,0.8,0.85,42.5,40.0,0.5035180595783046,4.775471775400342e-19,"[0.34559075 0.18230329 0.18488688 0.04323212 0.05361651 0.02921385
 0.06900731 0.00620541 0.00910597 0.00474656 0.01424262 0.00341473
 0.00693184 0.00496547 0.01947462]","[3.45590752e-01 1.82303291e-01 4.32321176e-02 6.20540747e-03
 6.11674276e-04 4.44889201e-05 2.50275074e-06 1.12617170e-07
 4.15731502e-09 1.28431651e-10 3.37407365e-12 7.63879007e-14
 1.50707611e-15 2.61597698e-17 4.02818863e-19 5.54244692e-21
 6.85770945e-23 7.67373653e-25 7.80585147e-27 7.27259046e-29
 7.03548752e-31]"
20,50,0.8,0.9,45.0,40.0,0.5075643409627597,1.4071634691238141e-18,"[0.32465247 0.17985426 0.18537977 0.04479169 0.05637633 0.0304411
 0.07383502 0.00675327 0.01004362 0.0051913  0.01594982 0.00373082
 0.00768459 0.0054793  0.02220883]","[3.24652467e-01 1.79854258e-01 4.47916941e-02 6.75326799e-03
 6.99432115e-04 5.34691052e-05 3.16257201e-06 1.49672133e-07
 5.81295884e-09 1.88986328e-10 5.22641972e-12 1.24587570e-13
 2.58873057e-15 4.73348396e-17 7.67961048e-19 1.11351040e-20
 1.45214675e-22 1.71296078e-24 1.83713334e-26 1.80552657e-28
 1.85598739e-30]"
20,50,0.8,0.95,47.5,40.0,0.5116670072308178,3.897831521777214e-18,"[0.30498277 0.17685811 0.18530892 0.04610711 0.05890239 0.03151337
 0.0785138  0.00727871 0.01097202 0.00562274 0.01769279 0.00403686
 0.00843718 0.00598762 0.02509076]","[3.04982768e-01 1.76858114e-01 4.61071133e-02 7.27871391e-03
 7.89580717e-04 6.32435096e-05 3.92073173e-06 1.94548114e-07
 7.92464952e-09 2.70295081e-10 7.84433260e-12 1.96282074e-13
 4.28202356e-15 8.22231138e-17 1.40116947e-18 2.13434984e-20
 2.92467359e-22 3.62560605e-24 4.08706615e-26 4.22410973e-28
 4.59972551e-30]"
20,50,0.8,1,50,40.0,0.5158239525137778,1.0214275138067261e-17,"[0.2865048  0.17339845 0.18473255 0.04718392 0.06119011 0.03243149
 0.08302635 0.00777691 0.01188306 0.00603682 0.01945906 0.00433001
 0.00918311 0.00648574 0.02810858]","[2.86504796e-01 1.73398450e-01 4.71839247e-02 7.77690645e-03
 8.81101574e-04 7.37364252e-05 4.77778849e-06 2.47873504e-07
 1.05600668e-08 3.76824019e-10 1.14443435e-11 2.99751547e-13
 6.84665991e-15 1.37679027e-16 2.45751918e-18 3.92180568e-20
 5.63103396e-22 7.31564571e-24 8.64405040e-26 9.36925049e-28
 1.07776597e-29]"
20,50,0.82,0.1,5.0,41.0,0.4564961120247778,1.925908582638493e-37,"[8.85191547e-01 5.86713482e-02 4.92788414e-02 1.75457547e-03
 1.82294579e-03 1.11054538e-03 1.89426205e-03 3.17440370e-05
 3.95801697e-05 2.29690666e-05 5.11344214e-05 1.68210454e-05
 2.83230761e-05 2.14727655e-05 5.55297575e-05]","[8.85191547e-01 5.86713482e-02 1.75457547e-03 3.17440370e-05
 3.93345399e-07 3.58282288e-09 2.51339622e-11 1.40414456e-13
 6.40773141e-16 2.43690008e-18 7.85010759e-21 2.17110786e-23
 5.21445069e-26 1.09825242e-28 2.04570896e-31 3.39515056e-34
 5.05356901e-37 6.78577649e-40 8.26301262e-43 9.16820995e-46
 9.44538531e-49]"
20,50,0.82,0.15,7.5,41.0,0.4595616038584121,6.025310831070389e-34,"[8.32829091e-01 8.23340531e-02 7.00127329e-02 3.67028609e-03
 3.86026759e-03 2.33660290e-03 4.06700075e-03 9.89578117e-05
 1.24840122e-04 7.19856467e-05 1.63396525e-04 5.26444358e-05
 8.98313516e-05 6.78794257e-05 1.80108427e-04]","[8.32829091e-01 8.23340531e-02 3.67028609e-03 9.89578117e-05
 1.82725521e-06 2.48038794e-08 2.59350873e-10 2.15998806e-12
 1.46975503e-14 8.33624704e-17 4.00581823e-19 1.65298163e-21
 5.92449065e-24 1.86243602e-26 5.17888860e-29 1.28332881e-31
 2.85254112e-34 5.72074809e-37 1.04057277e-39 1.72496192e-42
 2.67478953e-45]"
20,50,0.82,0.2,10.0,41.0,0.4626893151125209,1.7876101177792358e-31,"[7.83564075e-01 1.02687159e-01 8.84260305e-02 6.06465314e-03
 6.45817123e-03 3.88343917e-03 6.90022314e-03 2.16582083e-04
 2.76479150e-04 1.58390037e-04 3.66664537e-04 1.15674539e-04
 2.00052224e-04 1.50655193e-04 4.10338561e-04]","[7.83564075e-01 1.02687159e-01 6.06465314e-03 2.16582083e-04
 5.29693506e-06 9.52439499e-08 1.31937085e-09 1.45605075e-11
 1.31313011e-13 9.87335183e-16 6.29084549e-18 3.44270071e-20
 1.63674761e-22 6.82642527e-25 2.51887921e-27 8.28401235e-30
 2.44419473e-32 6.50763116e-35 1.57170266e-37 3.46014634e-40
 7.17842198e-43]"
20,50,0.82,0.25,12.5,41.0,0.46587969191899853,1.4587863366846322e-29,"[7.37213272e-01 1.20048958e-01 1.04711187e-01 8.80513207e-03
 9.49501406e-03 5.67120820e-03 1.02908630e-02 3.90435124e-04
 5.04395374e-04 2.87050015e-04 6.77890443e-04 2.09352372e-04
 3.66989927e-04 2.75418235e-04 7.70401178e-04]","[7.37213272e-01 1.20048958e-01 8.80513207e-03 3.90435124e-04
 1.18561504e-05 2.64725631e-07 4.55449002e-09 6.24385180e-11
 6.99651812e-13 6.53782096e-15 5.17804787e-17 3.52319061e-19
 2.08298220e-21 1.08055501e-23 4.96008139e-26 2.02966287e-28
 7.45229786e-31 2.46952851e-33 7.42438100e-36 2.03507872e-38
 5.29557809e-41]"
20,50,0.82,0.3,15.0,41.0,0.469133058677209,5.261810858293096e-28,"[6.93604296e-01 1.34711559e-01 1.19046112e-01 1.17784387e-02
 1.28639196e-02 7.63060608e-03 1.41461217e-02 6.22482500e-04
 8.13912472e-04 4.60078588e-04 1.10869210e-03 3.35096893e-04
 5.95464827e-04 4.45306794e-04 1.27983001e-03]","[6.93604296e-01 1.34711559e-01 1.17784387e-02 6.22482500e-04
 2.25296511e-05 5.99644217e-07 1.22999898e-08 2.01084292e-10
 2.68761009e-12 2.99622629e-14 2.83179136e-16 2.29973390e-18
 1.62316078e-20 1.00540493e-22 5.51162925e-25 2.69393123e-27
 1.18166445e-29 4.67870012e-32 1.68089703e-34 5.50729988e-37
 1.72560632e-39]"
