mode,num_runs,t_eachsimulation,packet_drop_len,is_exp_drop,queue_size,rho,theta,lambda,mu,gamma,output_flag,results_lossrates,results_state_probabilities,avg_packet_loss_rate,variance_packet_loss_rate,loss_confidence,state_probabilities_confidence
waitroom,5,10000000.0,10000,True,10000000,0.13,0.05,6.5,50,2.5,"[1, 1, 1, 1, 1]","[np.float64(0.048317), np.float64(0.048147), np.float64(0.048197), np.float64(0.048245), np.float64(0.048097)]","[array([7.41048738e-02, 1.84295179e-01, 9.29427041e-03, 2.27525531e-01,
       1.20519542e-02, 1.09767685e-02, 1.12682930e-03, 1.86419033e-01,
       1.02682435e-02, 9.36496177e-03, 1.04886725e-03, 8.64670764e-03,
       8.64431359e-04, 8.40715276e-04, 1.32987540e-04, 1.14013863e-01,
       5.59410639e-02, 2.29109308e-02, 7.98627006e-03, 2.42288932e-03,
       6.48876518e-04, 1.45988076e-04, 3.25687065e-05, 5.41339348e-06,
       1.37822883e-06, 5.08359951e-08, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       5.89293535e-02]), array([7.37436561e-02, 1.83599670e-01, 9.25803445e-03, 2.27053234e-01,
       1.20119889e-02, 1.09787460e-02, 1.12246478e-03, 1.86482858e-01,
       1.02858246e-02, 9.36150265e-03, 1.02988627e-03, 8.66116438e-03,
       8.86249958e-04, 8.50655867e-04, 1.33818778e-04, 1.14955799e-01,
       5.62075864e-02, 2.29294415e-02, 7.89538817e-03, 2.40587587e-03,
       6.34042411e-04, 1.52830079e-04, 3.06938280e-05, 6.77273448e-06,
       8.92433385e-07, 3.24401703e-07, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       5.93205985e-02]), array([7.39720628e-02, 1.83675544e-01, 9.29046563e-03, 2.26608124e-01,
       1.19804405e-02, 1.08949981e-02, 1.11223698e-03, 1.86672934e-01,
       1.03048602e-02, 9.36376270e-03, 1.04810573e-03, 8.63093958e-03,
       8.73178317e-04, 8.27537852e-04, 1.27316074e-04, 1.14944906e-01,
       5.61026820e-02, 2.28269028e-02, 8.00305970e-03, 2.44169349e-03,
       6.72588385e-04, 1.54759461e-04, 3.68497066e-05, 7.34615032e-06,
       8.33369593e-07, 2.17252128e-07, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       5.94256549e-02]), array([7.35802673e-02, 1.83634532e-01, 9.25701961e-03, 2.27339161e-01,
       1.19736747e-02, 1.10108770e-02, 1.10955787e-03, 1.86436683e-01,
       1.03967134e-02, 9.38484491e-03, 1.03005437e-03, 8.60228151e-03,
       8.73471276e-04, 8.68119709e-04, 1.30440247e-04, 1.14415726e-01,
       5.63498896e-02, 2.28134698e-02, 8.04384998e-03, 2.48552600e-03,
       6.95300809e-04, 1.72469201e-04, 3.60575531e-05, 7.12729276e-06,
       2.20197970e-06, 5.24314752e-07, 1.88460544e-08, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       5.93501410e-02]), array([7.47225752e-02, 1.83193289e-01, 9.35112294e-03, 2.26360510e-01,
       1.19999355e-02, 1.09052758e-02, 1.13965551e-03, 1.86667907e-01,
       1.02444589e-02, 9.34763571e-03, 1.04615246e-03, 8.64084103e-03,
       8.94221041e-04, 8.47993322e-04, 1.33677833e-04, 1.14549608e-01,
       5.62580721e-02, 2.29323872e-02, 8.03426147e-03, 2.46065970e-03,
       6.97225709e-04, 1.68610078e-04, 4.07536671e-05, 7.56454914e-06,
       1.41329055e-06, 1.74314735e-07, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       5.93540185e-02])]",0.048201,7.284799999999902e-09,"[np.float64(0.04809462268663428), np.float64(0.04830657731336571), np.float64(0.439734), np.float64(0.048200599999999996)]","[[np.float64(0.07347894270890515), np.float64(0.0745704313255269), np.float64(1.474493), np.float64(0.07402468701721603)], [np.float64(0.18318927495278273), np.float64(0.18417001085800308), np.float64(0.533938), np.float64(0.1836796429053929)], [np.float64(0.009242642105692077), np.float64(0.009337723109165851), np.float64(1.023457), np.float64(0.009290182607428964)], [np.float64(0.2263709308872052), np.float64(0.2275836927508341), np.float64(0.53431), np.float64(0.22697731181901964)], [np.float64(0.011965058053582587), np.float64(0.01204213948301109), np.float64(0.642153), np.float64(0.012003598768296838)], [np.float64(0.010890574342339036), np.float64(0.011016091839963011), np.float64(1.14593), np.float64(0.010953333091151023)], [np.float64(0.0011071295288159174), np.float64(0.0011371682453907694), np.float64(2.676892), np.float64(0.0011221488871033434)], [np.float64(0.1863806507998969), np.float64(0.18669111538984273), np.float64(0.166437), np.float64(0.18653588309486982)], [np.float64(0.01022742966870652), np.float64(0.010372610581012864), np.float64(1.409521), np.float64(0.010300020124859692)], [np.float64(0.009348021676871378), np.float64(0.009381061418697134), np.float64(0.352818), np.float64(0.009364541547784256)], [np.float64(0.0010284870018763051), np.float64(0.0010527394296948975), np.float64(2.33059), np.float64(0.0010406132157856013)], [np.float64(0.008609090461676946), np.float64(0.00866368319321115), np.float64(0.632125), np.float64(0.008636386827444048)], [np.float64(0.0008636376166774668), np.float64(0.0008929831642900396), np.float64(3.341136), np.float64(0.0008783103904837532)], [np.float64(0.0008286015053222637), np.float64(0.0008654073050501024), np.float64(4.345408), np.float64(0.000847004405186183)], [np.float64(0.00012819975860548167), np.float64(0.00013509643031123008), np.float64(5.238717), np.float64(0.00013164809445835587)], [np.float64(0.1140860652768307), np.float64(0.11506589557878329), np.float64(0.85518), np.float64(0.11457598042780699)], [np.float64(0.05597705614091722), np.float64(0.05636666146492421), np.float64(0.693595), np.float64(0.056171858802920714)], [np.float64(0.0228108761712969), np.float64(0.022954376687420265), np.float64(0.627116), np.float64(0.022882626429358583)], [np.float64(0.007919208205102049), np.float64(0.008065923546859909), np.float64(1.835648), np.float64(0.007992565875980979)], [np.float64(0.002404537393223462), np.float64(0.0024821203577729115), np.float64(3.175298), np.float64(0.002443328875498187)], [np.float64(0.0006348931713258264), np.float64(0.0007043203613961969), np.float64(10.368353), np.float64(0.0006696067663610117)], [np.float64(0.0001450615184475767), np.float64(0.0001728012395346025), np.float64(17.453898), np.float64(0.0001589313789910896)], [np.float64(3.052159655681406e-05), np.float64(4.024778797758191e-05), np.float64(27.487003), np.float64(3.5384692267197985e-05)], [np.float64(5.786981838257029e-06), np.float64(7.902666235862508e-06), np.float64(30.909259), np.float64(6.844824037059768e-06)], [np.float64(6.618607971330666e-07), np.float64(2.0258600221399167e-06), np.float64(101.498579), np.float64(1.3438604096364917e-06)], [np.float64(3.7053371014245906e-08), np.float64(4.793943542615635e-07), np.float64(171.301358), np.float64(2.582238626379047e-07)], [np.float64(-6.6957962303617144e-09), np.float64(1.4234218004015327e-08), np.float64(555.289021), np.float64(3.769210886826806e-09)], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [np.float64(0.05903063963351913), np.float64(0.05952126692011007), np.float64(0.8277), np.float64(0.0592759532768146)]]"
waitroom,5,10000000.0,10000,True,10000000,0.13,0.2,6.5,50,10.0,"[1, 1, 1, 1, 1]","[np.float64(0.171107), np.float64(0.170896), np.float64(0.170791), np.float64(0.170852), np.float64(0.170396)]","[array([5.22283305e-01, 2.81326556e-01, 5.78863079e-02, 7.41490144e-02,
       1.72437923e-02, 1.32149500e-02, 5.60082002e-03, 1.27265950e-02,
       3.34983975e-03, 2.48539909e-03, 1.26949913e-03, 2.01897497e-03,
       8.36546538e-04, 7.26034530e-04, 4.77075578e-04, 1.57538798e-03,
       1.51928484e-04, 1.37991805e-05, 7.30809522e-07, 1.97358742e-08,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       2.66342407e-03]), array([5.22295234e-01, 2.81140141e-01, 5.78358916e-02, 7.42108483e-02,
       1.72087510e-02, 1.32697894e-02, 5.62965436e-03, 1.27773524e-02,
       3.35454865e-03, 2.47053910e-03, 1.26588232e-03, 2.01622710e-03,
       8.58917098e-04, 7.32656159e-04, 4.87735731e-04, 1.60718686e-03,
       1.63011026e-04, 1.35463446e-05, 1.37961888e-06, 2.92650225e-09,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       2.66070497e-03]), array([5.21644526e-01, 2.81695740e-01, 5.79105416e-02, 7.43138446e-02,
       1.72989710e-02, 1.32267924e-02, 5.59246865e-03, 1.26882591e-02,
       3.35472889e-03, 2.46699557e-03, 1.26234422e-03, 2.01471657e-03,
       8.48412243e-04, 7.27763369e-04, 4.80971373e-04, 1.60737268e-03,
       1.65321118e-04, 1.30158517e-05, 7.27081089e-07, 1.03239519e-07,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       2.68638506e-03]), array([5.22134741e-01, 2.81318314e-01, 5.79636999e-02, 7.41544948e-02,
       1.72956559e-02, 1.31191646e-02, 5.58869692e-03, 1.27906032e-02,
       3.32012492e-03, 2.48460847e-03, 1.24466594e-03, 2.03200509e-03,
       8.47132624e-04, 7.32312099e-04, 4.85467277e-04, 1.60844270e-03,
       1.61329008e-04, 1.17291446e-05, 8.58117586e-07, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       2.70595454e-03]), array([5.22006589e-01, 2.81253230e-01, 5.78884595e-02, 7.43329696e-02,
       1.72888947e-02, 1.32167733e-02, 5.59885487e-03, 1.27826478e-02,
       3.35459733e-03, 2.47421848e-03, 1.27209563e-03, 2.02884431e-03,
       8.37595985e-04, 7.21215469e-04, 4.83602085e-04, 1.61462284e-03,
       1.55638525e-04, 1.12386917e-05, 9.38475682e-07, 3.64527006e-09,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       2.67697059e-03])]",0.170808,6.727830000000278e-08,"[np.float64(0.17048633643675093), np.float64(0.17113046356324907), np.float64(0.377105), np.float64(0.1708084)]","[[np.float64(0.5217411960836332), np.float64(0.5224045614555676), np.float64(0.127064), np.float64(0.5220728787696004)], [np.float64(0.2810874966409135), np.float64(0.28160609535756265), np.float64(0.184327), np.float64(0.28134679599923806)], [np.float64(0.057839561509548054), np.float64(0.05795439862450144), np.float64(0.198347), np.float64(0.05789698006702475)], [np.float64(0.07412428422287214), np.float64(0.07434018448370915), np.float64(0.290844), np.float64(0.07423223435329064)], [np.float64(0.017218116183701712), np.float64(0.017316309799019422), np.float64(0.568671), np.float64(0.017267212991360567)], [np.float64(0.013140985643007842), np.float64(0.013278002243281482), np.float64(1.037259), np.float64(0.013209493943144662)], [np.float64(0.005582041022326107), np.float64(0.005622156903239585), np.float64(0.716087), np.float64(0.005602098962782846)], [np.float64(0.01269835048303326), np.float64(0.012807832537619062), np.float64(0.858475), np.float64(0.012753091510326161)], [np.float64(0.0033280964196922055), np.float64(0.0033654393952915473), np.float64(1.115792), np.float64(0.0033467679074918764)], [np.float64(0.0024660399026218706), np.float64(0.0024866643805270057), np.float64(0.832857), np.float64(0.002476352141574438)], [np.float64(0.001249441107496906), np.float64(0.0012763537901249915), np.float64(2.131027), np.float64(0.0012628974488109487)], [np.float64(0.002012488670557345), np.float64(0.002031818550383291), np.float64(0.955906), np.float64(0.002022153610470318)], [np.float64(0.0008343822704376229), np.float64(0.000857059525312671), np.float64(2.681411), np.float64(0.000845720897875147)], [np.float64(0.0007220993080298006), np.float64(0.0007338933432113209), np.float64(1.620068), np.float64(0.0007279963256205607)], [np.float64(0.00047784762907908504), np.float64(0.0004880931883102091), np.float64(2.121364), np.float64(0.0004829704086946471)], [np.float64(0.0015833368267459118), np.float64(0.0016218683962013496), np.float64(2.404312), np.float64(0.0016026026114736307)], [np.float64(0.0001525944464026064), np.float64(0.00016629681798157174), np.float64(8.593758), np.float64(0.00015944563219208907)], [np.float64(1.1264300428634331e-05), np.float64(1.4067384780523297e-05), np.float64(22.131053), np.float64(1.2665842604578814e-05)], [np.float64(5.935323750396222e-07), np.float64(1.260108728604363e-06), np.float64(71.920757), np.float64(9.268205518219926e-07)], [np.float64(-2.8615247471100413e-08), np.float64(8.043411375592908e-08), np.float64(420.886712), np.float64(2.5909433142414332e-08)], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [np.float64(0.002655775566453408), np.float64(0.0027016001264241643), np.float64(1.710709), np.float64(0.002678687846438786)]]"
waitroom,5,10000000.0,10000,True,10000000,0.13,0.35,6.5,50,17.5,"[1, 1, 1, 1, 1]","[np.float64(0.26621), np.float64(0.265529), np.float64(0.265245), np.float64(0.265962), np.float64(0.266285)]","[array([6.89814345e-01, 1.88236064e-01, 6.80565716e-02, 2.43362261e-02,
       1.04558146e-02, 7.24403450e-03, 5.39179503e-03, 2.00738944e-03,
       1.01444226e-03, 6.61443556e-04, 6.33984088e-04, 5.03568355e-04,
       3.90993470e-04, 3.09304168e-04, 3.58007444e-04, 1.20763758e-04,
       6.00369677e-06, 1.54393236e-07, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       4.59094053e-04]), array([6.89817727e-01, 1.88017547e-01, 6.80032134e-02, 2.45332018e-02,
       1.04804100e-02, 7.25512681e-03, 5.41741626e-03, 2.02022054e-03,
       1.00475659e-03, 6.70361061e-04, 6.29127469e-04, 5.10731649e-04,
       3.86921901e-04, 3.05271764e-04, 3.56314987e-04, 1.19265518e-04,
       4.97040298e-06, 1.31691291e-07, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       4.67283424e-04]), array([6.89873313e-01, 1.87997183e-01, 6.80423344e-02, 2.46261376e-02,
       1.04160509e-02, 7.19597065e-03, 5.40204847e-03, 2.01487363e-03,
       9.91234737e-04, 6.56602479e-04, 6.27361565e-04, 5.23422943e-04,
       3.70504988e-04, 3.12367610e-04, 3.55537885e-04, 1.23892190e-04,
       6.02325640e-06, 3.63106952e-07, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       4.64777643e-04]), array([6.89629847e-01, 1.88115662e-01, 6.81809576e-02, 2.44634620e-02,
       1.04285542e-02, 7.26684675e-03, 5.43531588e-03, 2.01300343e-03,
       1.01216000e-03, 6.65839734e-04, 6.32389301e-04, 5.15657754e-04,
       3.82546586e-04, 3.13961470e-04, 3.51363990e-04, 1.17938626e-04,
       5.76550870e-06, 1.54242233e-07, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       4.68573591e-04]), array([6.89608757e-01, 1.88137171e-01, 6.81837463e-02, 2.45230614e-02,
       1.04270731e-02, 7.23182273e-03, 5.40431174e-03, 2.03785821e-03,
       1.00382776e-03, 6.65767079e-04, 6.18503977e-04, 5.19797863e-04,
       3.72585051e-04, 3.06376995e-04, 3.65018324e-04, 1.19895830e-04,
       5.68838784e-06, 1.73835745e-07, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       4.68562986e-04])]",0.265846,2.0009069999999273e-07,"[np.float64(0.265290785081447), np.float64(0.2664016149185531), np.float64(0.417847), np.float64(0.26584620000000003)]","[[np.float64(0.6895988796225916), np.float64(0.6898987165239479), np.float64(0.04347), np.float64(0.6897487980732697)], [np.float64(0.18798048953948301), np.float64(0.18822096143724262), np.float64(0.127842), np.float64(0.18810072548836282)], [np.float64(0.06798961616418173), np.float64(0.06819711315406154), np.float64(0.304724), np.float64(0.06809336465912164)], [np.float64(0.024363789660029948), np.float64(0.02462904592257748), np.float64(1.082837), np.float64(0.024496417791303713)], [np.float64(0.010409069765871855), np.float64(0.010474091377687435), np.float64(0.622718), np.float64(0.010441580571779645)], [np.float64(0.007204962773756508), np.float64(0.007272557804188705), np.float64(0.933793), np.float64(0.007238760288972607)], [np.float64(0.005389375054969923), np.float64(0.00543097989432427), np.float64(0.769011), np.float64(0.005410177474647096)], [np.float64(0.0020041840263727156), np.float64(0.0020331540751374905), np.float64(1.435106), np.float64(0.002018669050755103)], [np.float64(0.0009939903538391218), np.float64(0.0010165781896966214), np.float64(2.24691), np.float64(0.0010052842717678716)], [np.float64(0.0006575440708827039), np.float64(0.0006704614931778007), np.float64(1.945387), np.float64(0.0006640027820302523)], [np.float64(0.000620757491612045), np.float64(0.0006357890683867693), np.float64(2.392522), np.float64(0.0006282732799994072)], [np.float64(0.000504965152881228), np.float64(0.0005243062725755824), np.float64(3.758216), np.float64(0.0005146357127284052)], [np.float64(0.00036964168425082867), np.float64(0.0003917791143485053), np.float64(5.814769), np.float64(0.000380710399299667)], [np.float64(0.0003048193275639004), np.float64(0.0003140934756927531), np.float64(2.996916), np.float64(0.00030945640162832673)], [np.float64(0.00035105975346277343), np.float64(0.0003634372987041584), np.float64(3.464688), np.float64(0.0003572485260834659)], [np.float64(0.00011758061832818761), np.float64(0.00012312175033525003), np.float64(4.604136), np.float64(0.00012035118433171882)], [np.float64(5.158726530039465e-06), np.float64(6.2217745492412504e-06), np.float64(18.681919), np.float64(5.6902505396403576e-06)], [np.float64(7.761850497141037e-08), np.float64(3.13289277627914e-07), np.float64(120.576148), np.float64(1.9545389129966218e-07)], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [np.float64(0.00046071338058648184), np.float64(0.0004706032983887327), np.float64(2.123857), np.float64(0.0004656583394876073)]]"
